fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,id
8.494481426168349,0.8920247495941074,0.9715326909010507,9.010579345104153,0.05542261297425564,22.41266776102216,263.413034700219,1.0003092450661968,3.6807044443452406,0.4677175404457754,9.349613318665215,5,1
15.408571676918994,0.4738395782371898,0.33134700710305076,8.9237805083786,0.15402767999213116,14.369479269114557,185.39071769858106,0.9914363129799504,3.2932566322672696,1.3524582619609034,12.391628531047536,7,2
12.783927301736862,1.3300819808972213,0.48204105811208253,14.864847777453605,0.15440105354279873,22.565188281982056,26.349601000554106,1.003838586073587,3.2261581168308595,0.5442757323449476,14.855939111964965,3,3
11.18390181036444,1.2163964302496995,0.19609771273839294,11.472587422494236,0.06939362473257703,7.604236057649924,263.24858164050397,0.9985270830323523,3.2885971581605498,1.1880345487435617,11.250820344244522,5,4
5.872223685309239,1.0218325685217957,0.6107800710757683,6.913260179041462,0.08802970027195374,11.214625610376414,277.047964263871,0.9954558828170352,3.2910359725427796,0.31227390990632015,13.722487795679665,7,5
5.871934244034431,1.2908144207319387,0.2806832155159743,10.757256500477451,0.04984115271173817,8.430891264600161,27.992614404858315,1.0013480787524296,3.4530161391303444,0.8382137923014994,11.554489308657846,7,6
4.697003346018393,1.3142118813437234,0.20699257843842678,6.143841839530933,0.19554659443135183,31.0289916056506,156.6579464657521,0.9938604818760245,3.452163843977636,1.4512242302435143,11.470880217728169,5,7
14.394113749299223,1.0917081674010487,0.5165726284459791,3.8186942060107354,0.1326644896410982,57.48606471428864,91.85209186661024,1.0004026475556946,3.396584579059446,1.1228661983873423,14.512964452251445,5,8
11.213380140918506,1.2718186597091408,0.005505799160420821,9.154352214872512,0.18756333733594796,11.038232349360154,117.17345864423687,0.9905956681135837,2.9617429419009254,1.9630581261982798,14.22976108122677,4,9
12.496870933552547,1.076460046336997,0.0076640326492253275,13.958640422652296,0.0676432532895353,10.252750755235848,56.84129468136175,1.002591120564139,3.3952905742006374,1.7859764533125584,13.50060325631582,7,10
4.247013931549629,1.0521970804644205,0.21906880910185778,13.97252304022421,0.15855927346940907,46.683455415730485,169.59440486951274,0.9967225627053197,3.0029246805047816,0.9104203243733571,10.073790273217488,5,11
15.638918225943932,0.966055929501258,0.03672136250082114,5.457626532529609,0.15551314233810098,14.999991719732705,277.10815696943604,0.999550393715369,2.9513629435549182,0.3773271205028668,11.815058910067584,7,12
13.98931168960506,1.1538032953806978,0.10802575413069138,8.151323260214578,0.1414145738546429,7.9303127057384035,148.36954587686537,0.9933185672971002,3.9191748608094015,1.737564710195532,9.567280633139795,3,13
6.548069328139314,0.32204714741030316,0.3388606493387516,3.5687205292629876,0.1934714053006921,12.846249052596011,29.464826534638167,1.0001561056898767,3.525940015777245,1.8490983275349413,11.107416886325778,6,14
